"Version","Variable Order","Class","Dataset Name","Variable Name","Variable Label","Type","CDISC CT Codelist Code(s)","Codelist Submission Values","Described Value Domain(s)","Value List","Role","CDISC Notes","Core"
"SDTMIG v3.4","12","Interventions","AG","AGCAT","Category for Agent","Char","","",,"","Grouping Qualifier","Used to define a category of agent. Examples: ""CHALLENGE AGENT"", ""PET TRACER"".","Perm"
"SDTMIG v3.4","13","Interventions","AG","AGSCAT","Subcategory for Agent","Char","","",,"","Grouping Qualifier","Further categorization of agent.","Perm"
"SDTMIG v3.4","14","Interventions","AG","AGPRESP","AG Pre-Specified","Char","C66742","",,"","Variable Qualifier","Used to indicate whether (""Y""/null) information about the use of a specific agent was solicited on the CRF.","Perm"
"SDTMIG v3.4","15","Interventions","AG","AGOCCUR","AG Occurrence","Char","C66742","",,"","Record Qualifier","When the use of specific agent is solicited, AGOCCUR is used to indicate whether (""Y""/""N"") use of the agent occurred. Values are null for agents not specifically solicited.","Perm"
"SDTMIG v3.4","16","Interventions","AG","AGSTAT","Completion Status","Char","C66789","",,"","Record Qualifier","Used to indicate that a question about a prespecified agent was not answered. Should be null or have a value of ""NOT DONE"".","Perm"
"SDTMIG v3.4","17","Interventions","AG","AGREASND","Reason Procedure Agent Not Collected","Char","","",,"","Record Qualifier","Describes the reason a response to a question about the occurrence of a procedure agent was not collected. Used in conjunction with AGSTAT when value is ""NOT DONE"".","Perm"
"SDTMIG v3.4","18","Interventions","AG","AGCLAS","Agent Class","Char","","",,"","Variable Qualifier","Drug class. May be obtained from coding. When coding to a single class, populate with class value. If using a dictionary and coding to multiple classes, follow guidance in Section 4.2.8.3, Multiple Values for a Non-result Qualifier Variable, or omit AGCLAS.","Perm"
"SDTMIG v3.4","19","Interventions","AG","AGCLASCD","Agent Class Code","Char","","",,"","Variable Qualifier","Class code corresponding to AGCLAS. Drug class. May be obtained from coding. When coding to a single class, populate with class code. If using a dictionary and coding to multiple classes, follow guidance in Section 4.2.8.3, Multiple Values for a Non-result Qualifier Variable, or omit AGCLASCD.","Perm"
"SDTMIG v3.4","20","Interventions","AG","AGDOSE","Dose per Administration","Num","","",,"","Record Qualifier","Amount of AGTRT taken.","Perm"
"SDTMIG v3.4","21","Interventions","AG","AGDOSTXT","Dose Description","Char","","",,"","Record Qualifier","Dosing amounts or a range of dosing information collected in text form. Units may be stored in AGDOSU. Examples: ""200-400"", ""15-20"".","Perm"
"SDTMIG v3.4","22","Interventions","AG","AGDOSU","Dose Units","Char","C71620","",,"","Variable Qualifier","Units for AGDOSE and AGDOSTXT. Examples: ""ng"", ""mg"", ""mg/kg"".","Perm"
"SDTMIG v3.4","23","Interventions","AG","AGDOSFRM","Dose Form","Char","C66726","",,"","Variable Qualifier","Dose form for AGTRT. Examples: ""TABLET"", ""AEROSOL"".","Perm"
"SDTMIG v3.4","24","Interventions","AG","AGDOSFRQ","Dosing Frequency per Interval","Char","C71113","",,"","Record Qualifier","Usually expressed as the number of repeated administrations of AGDOSE within a specific time period. Example: ""ONCE"".","Perm"
"SDTMIG v3.4","25","Interventions","AG","AGROUTE","Route of Administration","Char","C66729","",,"","Variable Qualifier","Route of administration for AGTRT. Example: ""ORAL"".","Perm"
"SDTMIG v3.4","26","Interventions","AG","VISITNUM","Visit Number","Num","","",,"","Timing","1. Clinical encounter number. \n 2. Numeric version of VISIT, used for sorting.","Exp"
"SDTMIG v3.4","27","Interventions","AG","VISIT","Visit Name","Char","","",,"","Timing","1. Protocol-defined description of clinical encounter. \n 2. May be used in addition to VISITNUM and/or VISITDY.","Perm"
"SDTMIG v3.4","28","Interventions","AG","VISITDY","Planned Study Day of Visit","Num","","",,"","Timing","Planned study day of the visit based upon RFSTDTC in Demographics.","Perm"
"SDTMIG v3.4","29","Interventions","AG","TAETORD","Planned Order of Element within Arm","Num","","",,"","Timing","Number that gives the planned order of the element within the arm for the element in which the agent administration started.","Perm"
"SDTMIG v3.4","30","Interventions","AG","EPOCH","Epoch","Char","C99079","",,"","Timing","Epoch associated with the start date/time of the agent administration started.","Perm"
"SDTMIG v3.4","31","Interventions","AG","AGSTDTC","Start Date/Time of Agent","Char","","","ISO 8601 datetime or interval","","Timing","The date/time when administration of the treatment indicated by AGTRT and the dosing variables began.","Perm"
"SDTMIG v3.4","32","Interventions","AG","AGENDTC","End Date/Time of Agent","Char","","","ISO 8601 datetime or interval","","Timing","The date/time when administration of the treatment indicated by AGTRT and the dosing variables ended.","Perm"
"SDTMIG v3.4","33","Interventions","AG","AGSTDY","Study Day of Start of Agent","Num","","",,"","Timing","Study day of start of agent relative to the sponsor-defined RFSTDTC.","Perm"
"SDTMIG v3.4","34","Interventions","AG","AGENDY","Study Day of End of Agent","Num","","",,"","Timing","Study day of end of agent relative to the sponsor-defined RFSTDTC.","Perm"
"SDTMIG v3.4","35","Interventions","AG","AGDUR","Duration of Agent","Char","","","ISO 8601 duration","","Timing","Collected duration for an agent episode. Used only if collected on the CRF and not derived from start and end date/times.","Perm"
"SDTMIG v3.4","36","Interventions","AG","AGSTRF","Start Relative to Reference Period","Char","C66728","",,"","Timing","Describes the start of the agent relative to sponsor-defined reference period. The sponsor-defined reference period is a continuous period of time defined by a discrete starting point and a discrete ending point (represented by RFSTDTC and RFENDTC in Demographics). If information such as ""PRIOR"", ""ONGOING"", or ""CONTINUING"" was collected, this information may be translated into AGSTRF. \n Not all values of the codelist are allowable for this variable. See Section 4.4.7, Use of Relative Timing Variables.","Perm"
"SDTMIG v3.4","37","Interventions","AG","AGENRF","End Relative to Reference Period","Char","C66728","",,"","Timing","Describes the end of the agent relative to the sponsor-defined reference period. The sponsor-defined reference period is a continuous period of time defined by a discrete starting point and a discrete ending point (represented by RFSTDTC and RFENDTC in Demographics). If information such as ""PRIOR"", ""ONGOING"", or ""CONTINUING"" was collected, this information may be translated into AGENRF. \n Not all values of the codelist are allowable for this variable. See Section 4.4.7, Use of Relative Timing Variables.","Perm"
"SDTMIG v3.4","38","Interventions","AG","AGSTRTPT","Start Relative to Reference Time Point","Char","C66728","",,"","Timing","Identifies the start of the agent as being before or after the sponsor-defined reference time point defined by variable AGSTTPT. \n Not all values of the codelist are allowable for this variable. See Section 4.4.7, Use of Relative Timing Variables.","Perm"
"SDTMIG v3.4","39","Interventions","AG","AGSTTPT","Start Reference Time Point","Char","","",,"","Timing","Description or date/time in ISO 8601 character format of the reference point referred to by AGSTRTPT. Examples: ""2003-12-15"", ""VISIT 1"".","Perm"
"SDTMIG v3.4","40","Interventions","AG","AGENRTPT","End Relative to Reference Time Point","Char","C66728","",,"","Timing","Identifies the end of the agent as being before or after the reference time point defined by variable AGENTPT. Identifies the end of the agent as being before or after the sponsor-defined reference time point defined by variable AGENTPT. \n Not all values of the codelist are allowable for this variable. See Section 4.4.7, Use of Relative Timing Variables.","Perm"
"SDTMIG v3.4","41","Interventions","AG","AGENTPT","End Reference Time Point","Char","","",,"","Timing","Description or date/time in ISO 8601 character format of the reference point referred to by AGENRTPT. Examples: ""2003-12-25"", ""VISIT 2"".","Perm"
"SDTMIG v3.4","1","Interventions","CM","STUDYID","Study Identifier","Char","","",,"","Identifier","Unique identifier for a study.","Req"
"SDTMIG v3.4","2","Interventions","CM","DOMAIN","Domain Abbreviation","Char","","",,"CM","Identifier","Two-character abbreviation for the domain.","Req"
"SDTMIG v3.4","3","Interventions","CM","USUBJID","Unique Subject Identifier","Char","","",,"","Identifier","Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.","Req"
"SDTMIG v3.4","4","Interventions","CM","CMSEQ","Sequence Number","Num","","",,"","Identifier","Sequence number to ensure uniqueness of subject records within a domain. May be any valid number.","Req"
"SDTMIG v3.4","5","Interventions","CM","CMGRPID","Group ID","Char","","",,"","Identifier","Used to tie together a block of related records in a single domain for a subject.","Perm"
"SDTMIG v3.4","6","Interventions","CM","CMSPID","Sponsor-Defined Identifier","Char","","",,"","Identifier","Sponsor-defined reference number. Example: a number preprinted on the CRF as an explicit line identifier or record identifier defined in the sponsor's operational database. Example: line number on a concomitant medication page.","Perm"
"SDTMIG v3.4","7","Interventions","CM","CMTRT","Reported Name of Drug, Med, or Therapy","Char","","",,"","Topic","Verbatim medication name that is either preprinted or collected on a CRF.","Req"
"SDTMIG v3.4","8","Interventions","CM","CMMODIFY","Modified Reported Name","Char","","",,"","Synonym Qualifier","If CMTRT is modified to facilitate coding, then CMMODIFY will contain the modified text.","Perm"
"SDTMIG v3.4","9","Interventions","CM","CMDECOD","Standardized Medication Name","Char","","",,"","Synonym Qualifier","Standardized or dictionary-derived text description of CMTRT or CMMODIFY. Equivalent to the generic drug name in WHO Drug. The sponsor is expected to provide the dictionary name and version used to map the terms utilizing the external codelist element in the Define-XML document. If an intervention term does not have a decode value in the dictionary, then CMDECOD will be left blank.","Perm"
"SDTMIG v3.4","10","Interventions","CM","CMCAT","Category for Medication","Char","","",,"","Grouping Qualifier","Used to define a category of medications/treatment. Examples: ""PRIOR"", ""CONCOMITANT"", ""ANTI-CANCER MEDICATION"", ""GENERAL CONMED"".","Perm"
"SDTMIG v3.4","11","Interventions","CM","CMSCAT","Subcategory for Medication","Char","","",,"","Grouping Qualifier","A further categorization of medications/treatment. Examples: ""CHEMOTHERAPY"", ""HORMONAL THERAPY"", ""ALTERNATIVE THERAPY"".","Perm"
"SDTMIG v3.4","12","Interventions","CM","CMPRESP","CM Pre-specified","Char","C66742","",,"","Variable Qualifier","Used to indicate whether (""Y""/null) information about the use of a specific medication was solicited on the CRF.","Perm"
"SDTMIG v3.4","13","Interventions","CM","CMOCCUR","CM Occurrence","Char","C66742","",,"","Record Qualifier","When the use of a specific medication is solicited. CMOCCUR is used to indicate whether (""Y""/""N"") use of the medication occurred. Values are null for medications not specifically solicited.","Perm"
"SDTMIG v3.4","14","Interventions","CM","CMSTAT","Completion Status","Char","C66789","",,"","Record Qualifier","Used to indicate that a question about the occurrence of a prespecified intervention was not answered. Should be null or have a value of ""NOT DONE"".","Perm"
"SDTMIG v3.4","15","Interventions","CM","CMREASND","Reason Medication Not Collected","Char","","",,"","Record Qualifier","Reason not done. Used in conjunction with CMSTAT when value is ""NOT DONE"".","Perm"
"SDTMIG v3.4","16","Interventions","CM","CMINDC","Indication","Char","","",,"","Record Qualifier","Denotes why a medication was taken or administered. Examples: ""NAUSEA"", ""HYPERTENSION"".","Perm"
"SDTMIG v3.4","17","Interventions","CM","CMCLAS","Medication Class","Char","","",,"","Variable Qualifier","Drug class. May be obtained from coding. When coding to a single class, populate with class value. If using a dictionary and coding to multiple classes, then follow Section 4.2.8.3, Multiple Values for a Non-result Qualifier Variable, or omit CMCLAS.","Perm"
"SDTMIG v3.4","18","Interventions","CM","CMCLASCD","Medication Class Code","Char","","",,"","Variable Qualifier","Class code corresponding to CMCLAS. Drug class. May be obtained from coding. When coding to a single class, populate with class code. If using a dictionary and coding to multiple classes, then follow Section 4.2.8.3, Multiple Values for a Non-result Qualifier Variable, or omit CMCLASCD.","Perm"
"SDTMIG v3.4","19","Interventions","CM","CMDOSE","Dose per Administration","Num","","",,"","Record Qualifier","Amount of CMTRT given. Not populated when CMDOSTXT is populated.","Perm"
"SDTMIG v3.4","20","Interventions","CM","CMDOSTXT","Dose Description","Char","","",,"","Record Qualifier","Dosing amounts or a range of dosing information collected in text form. Units may be stored in CMDOSU. Examples: ""200-400"", ""15-20"". Not populated when CMDOSE is populated.","Perm"
"SDTMIG v3.4","21","Interventions","CM","CMDOSU","Dose Units","Char","C71620","",,"","Variable Qualifier","Units for CMDOSE, CMDOSTOT, or CMDOSTXT. Examples: ""ng"", ""mg"", ""mg/kg"".","Perm"
"SDTMIG v3.4","22","Interventions","CM","CMDOSFRM","Dose Form","Char","C66726","",,"","Variable Qualifier","Dose form for CMTRT. Examples: ""TABLET"", ""LOTION"".","Perm"
"SDTMIG v3.4","23","Interventions","CM","CMDOSFRQ","Dosing Frequency per Interval","Char","C71113","",,"","Record Qualifier","Usually expressed as the number of repeated administrations of CMDOSE within a specific time period. Examples: ""BID"" (twice daily), ""Q12H"" (every 12 hours).","Perm"
"SDTMIG v3.4","24","Interventions","CM","CMDOSTOT","Total Daily Dose","Num","","",,"","Record Qualifier","Total daily dose of CMTRT using the units in CMDOSU. Used when dosing is collected as total daily dose. Total dose over a period other than day could be recorded in a separate supplemental qualifier variable.","Perm"
"SDTMIG v3.4","25","Interventions","CM","CMDOSRGM","Intended Dose Regimen","Char","","",,"","Record Qualifier","Text description of the (intended) schedule or regimen for the Intervention. Example: ""TWO WEEKS ON, TWO WEEKS OFF"".","Perm"
"SDTMIG v3.4","26","Interventions","CM","CMROUTE","Route of Administration","Char","C66729","",,"","Variable Qualifier","Route of administration for the intervention. Examples: ""ORAL"", ""INTRAVENOUS"".","Perm"
"SDTMIG v3.4","27","Interventions","CM","CMADJ","Reason for Dose Adjustment","Char","","",,"","Record Qualifier","Describes reason or explanation of why a dose is adjusted. Examples: ""ADVERSE EVENT"", ""INSUFFICIENT RESPONSE"", ""NON-MEDICAL REASON"".","Perm"
"SDTMIG v3.4","28","Interventions","CM","CMRSDISC","Reason the Intervention Was Discontinued","Char","","",,"","Record Qualifier","When dosing of a treatment is recorded over multiple successive records, this variable is applicable only for the (chronologically) last record for the treatment.","Perm"
"SDTMIG v3.4","29","Interventions","CM","TAETORD","Planned Order of Element within Arm","Num","","",,"","Timing","Number that gives the planned order of the element within the arm for the element in which the medication administration started. Null for medications that started before study participation.","Perm"
"SDTMIG v3.4","30","Interventions","CM","EPOCH","Epoch","Char","C99079","",,"","Timing","Epoch associated with the start date/time of the medication administration. Null for medications that started before study participation.","Perm"
"SDTMIG v3.4","31","Interventions","CM","CMSTDTC","Start Date/Time of Medication","Char","","","ISO 8601 datetime or interval","","Timing","Start date/time of the medication administration represented in ISO 8601 character format.","Perm"
"SDTMIG v3.4","32","Interventions","CM","CMENDTC","End Date/Time of Medication","Char","","","ISO 8601 datetime or interval","","Timing","End date/time of the medication administration represented in ISO 8601 character format.","Perm"
"SDTMIG v3.4","33","Interventions","CM","CMSTDY","Study Day of Start of Medication","Num","","",,"","Timing","Study day of start of medication relative to the sponsor-defined RFSTDTC.","Perm"
"SDTMIG v3.4","34","Interventions","CM","CMENDY","Study Day of End of Medication","Num","","",,"","Timing","Study day of end of medication relative to the sponsor-defined RFSTDTC.","Perm"
"SDTMIG v3.4","35","Interventions","CM","CMDUR","Duration","Char","","","ISO 8601 duration","","Timing","Collected duration for a treatment episode. Used only if collected on the CRF and not derived from start and end date/times.","Perm"
"SDTMIG v3.4","36","Interventions","CM","CMSTRF","Start Relative to Reference Period","Char","C66728","",,"","Timing","Describes the start of the medication relative to sponsor-defined reference period. The sponsor-defined reference period is a continuous period of time defined by a discrete starting point and a discrete ending point (represented by RFSTDTC and RFENDTC in Demographics). If information such as ""PRIOR"" was collected, this information may be translated into CMSTRF. \n Not all values of the codelist are allowable for this variable. See Section 4.4.7, Use of Relative Timing Variables.","Perm"
"SDTMIG v3.4","37","Interventions","CM","CMENRF","End Relative to Reference Period","Char","C66728","",,"","Timing","Describes the end of the medication relative to the sponsor-defined reference period. The sponsor-defined reference period is a continuous period of time defined by a discrete starting point and a discrete ending point (represented by RFSTDTC and RFENDTC in Demographics). If information such as ""PRIOR"", ""ONGOING, or ""CONTINUING"" was collected, this information may be translated into CMENRF. \n Not all values of the codelist are allowable for this variable. See Section 4.4.7, Use of Relative Timing Variables.","Perm"
"SDTMIG v3.4","38","Interventions","CM","CMSTRTPT","Start Relative to Reference Time Point","Char","C66728","",,"","Timing","Identifies the start of the medication as being before or after the sponsor-defined reference time point defined by variable CMSTTPT. \n Not all values of the codelist are allowable for this variable. See Section 4.4.7, Use of Relative Timing Variables.","Perm"
"SDTMIG v3.4","39","Interventions","CM","CMSTTPT","Start Reference Time Point","Char","","",,"","Timing","Description or date/time in ISO 8601 character format of the sponsor-defined reference point referred to by CMSTRTPT. Examples: ""2003-12-15"", ""VISIT 1"".","Perm"
"SDTMIG v3.4","40","Interventions","CM","CMENRTPT","End Relative to Reference Time Point","Char","C66728","",,"","Timing","Identifies the end of the medication as being before or after the sponsor-defined reference time point defined by variable CMENTPT. \n Not all values of the codelist are allowable for this variable. See Section 4.4.7, Use of Relative Timing Variables.","Perm"
"SDTMIG v3.4","41","Interventions","CM","CMENTPT","End Reference Time Point","Char","","",,"","Timing","Description or date/time in ISO 8601 character format of the sponsor-defined reference point referred to by CMENRTPT. Examples: ""2003-12-25"", ""VISIT 2"".","Perm"
"SDTMIG v3.4","1","Interventions","EC","STUDYID","Study Identifier","Char","","",,"","Identifier","Unique identifier for a study.","Req"
"SDTMIG v3.4","2","Interventions","EC","DOMAIN","Domain Abbreviation","Char","","",,"EC","Identifier","Two-character abbreviation for the domain.","Req"
"SDTMIG v3.4","3","Interventions","EC","USUBJID","Unique Subject Identifier","Char","","",,"","Identifier","Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.","Req"
"SDTMIG v3.4","4","Interventions","EC","ECSEQ","Sequence Number","Num","","",,"","Identifier","Sequence number given to ensure uniqueness of subject records within a domain. May be any valid number.","Req"
"SDTMIG v3.4","5","Interventions","EC","ECGRPID","Group ID","Char","","",,"","Identifier","Used to tie together a block of related records in a single domain for a subject.","Perm"
"SDTMIG v3.4","6","Interventions","EC","ECREFID","Reference ID","Char","","",,"","Identifier","Internal or external identifier (e.g., kit number, bottle label, vial identifier).","Perm"
"SDTMIG v3.4","7","Interventions","EC","ECSPID","Sponsor-Defined Identifier","Char","","",,"","Identifier","Sponsor-defined reference number. May be preprinted on the CRF as an explicit line identifier or defined in the sponsor's operational database. Example: Line number on a CRF page.","Perm"
"SDTMIG v3.4","8","Interventions","EC","ECLNKID","Link ID","Char","","",,"","Identifier","Identifier used to link related records across domains.","Perm"
"SDTMIG v3.4","9","Interventions","EC","ECLNKGRP","Link Group ID","Char","","",,"","Identifier","Identifier used to link related, grouped records across domains.","Perm"
"SDTMIG v3.4","10","Interventions","EC","ECTRT","Name of Treatment","Char","","",,"","Topic","Name of the intervention treatment known to the subject and/or administrator.","Req"
"SDTMIG v3.4","11","Interventions","EC","ECMOOD","Mood","Char","C125923","",,"","Record Qualifier","Mode or condition of the record specifying whether the intervention (activity) is intended to happen or has happened. Values align with BRIDG pillars (e.g., scheduled context, performed context) and HL7 activity moods (e.g., intent, event). Examples: ""SCHEDULED"", ""PERFORMED"".","Perm"
"SDTMIG v3.4","12","Interventions","EC","ECCAT","Category of Treatment","Char","","",,"","Grouping Qualifier","Used to define a category of related ECTRT values.","Perm"
"SDTMIG v3.4","13","Interventions","EC","ECSCAT","Subcategory of Treatment","Char","","",,"","Grouping Qualifier","A further categorization of ECCAT values.","Perm"
"SDTMIG v3.4","14","Interventions","EC","ECPRESP","Pre-Specified","Char","C66742","",,"","Variable Qualifier","Used when a specific intervention is prespecified. Values should be ""Y"" or null.","Perm"
"SDTMIG v3.4","15","Interventions","EC","ECOCCUR","Occurrence","Char","C66742","",,"","Record Qualifier","Used to indicate whether a treatment occurred when information about the occurrence is solicited. ECOCCUR = ""N"" when a treatment was not taken, not given, or missed.","Perm"
"SDTMIG v3.4","16","Interventions","EC","ECREASOC","Reason for Occur Value","Char","","",,"","Record Qualifier","The reason for the value in --OCCUR. If --OCCUR = ""N"", this is the reason the exposure did not occur.","Perm"
"SDTMIG v3.4","17","Interventions","EC","ECDOSE","Dose","Num","","",,"","Record Qualifier","Amount of ECTRT when numeric. Not populated when ECDOSTXT is populated.","Exp"
"SDTMIG v3.4","18","Interventions","EC","ECDOSTXT","Dose Description","Char","","",,"","Record Qualifier","Amount of ECTRT when non-numeric. Dosing amounts or a range of dosing information collected in text form. Example: ""200-400"". Not populated when ECDOSE is populated.","Perm"
"SDTMIG v3.4","19","Interventions","EC","ECDOSU","Dose Units","Char","C71620","",,"","Variable Qualifier","Units for ECDOSE, ECDOSTOT, or ECDOSTXT.","Exp"
"SDTMIG v3.4","20","Interventions","EC","ECDOSFRM","Dose Form","Char","C66726","",,"","Variable Qualifier","Dose form for ECTRT. Examples: ""TABLET"", ""LOTION"".","Exp"
"SDTMIG v3.4","21","Interventions","EC","ECDOSFRQ","Dosing Frequency per Interval","Char","C71113","",,"","Record Qualifier","Usually expressed as the number of repeated administrations of ECDOSE within a specific time period. Examples: ""Q2H"", ""QD"", ""BID"".","Perm"
"SDTMIG v3.4","22","Interventions","EC","ECDOSTOT","Total Daily Dose","Num","","",,"","Record Qualifier","Total daily dose of ECTRT using the units in ECDOSU. Used when dosing is collected as total daily dose.","Perm"
"SDTMIG v3.4","23","Interventions","EC","ECDOSRGM","Intended Dose Regimen","Char","","",,"","Record Qualifier","Text description of the intended schedule or regimen for the Intervention. Example: ""TWO WEEKS ON"", ""TWO WEEKS OFF"".","Perm"
"SDTMIG v3.4","24","Interventions","EC","ECROUTE","Route of Administration","Char","C66729","",,"","Variable Qualifier","Route of administration for the intervention. Examples: ""ORAL"", ""INTRAVENOUS"".","Perm"
"SDTMIG v3.4","25","Interventions","EC","ECLOT","Lot Number","Char","","",,"","Record Qualifier","Lot number of the ECTRT product.","Perm"
"SDTMIG v3.4","26","Interventions","EC","ECLOC","Location of Dose Administration","Char","C74456","",,"","Record Qualifier","Specifies location of administration. Example: ""ARM"", ""LIP"".","Perm"
"SDTMIG v3.4","27","Interventions","EC","ECLAT","Laterality","Char","C99073","",,"","Variable Qualifier","Qualifier for anatomical location further detailing laterality of the intervention administration. Examples: ""LEFT"", ""RIGHT"".","Perm"
"SDTMIG v3.4","28","Interventions","EC","ECDIR","Directionality","Char","C99074","",,"","Variable Qualifier","Qualifier for anatomical location further detailing directionality. Examples: ""ANTERIOR"", ""LOWER"", ""PROXIMAL"", ""UPPER"".","Perm"
"SDTMIG v3.4","29","Interventions","EC","ECPORTOT","Portion or Totality","Char","C99075","",,"","Variable Qualifier","Qualifier for anatomical location further detailing distribution (i.e., arrangement of, apportioning of). Examples: ""ENTIRE"", ""SINGLE"", ""SEGMENT"".","Perm"
"SDTMIG v3.4","30","Interventions","EC","ECFAST","Fasting Status","Char","C66742","",,"","Record Qualifier","Indicator used to identify fasting status. Examples: ""Y"", ""N"".","Perm"
"SDTMIG v3.4","31","Interventions","EC","ECPSTRG","Pharmaceutical Strength","Num","","",,"","Record Qualifier","Amount of an active ingredient expressed quantitatively per dosage unit, per unit of volume, or per unit of weight, according to the pharmaceutical dose form.","Perm"
"SDTMIG v3.4","32","Interventions","EC","ECPSTRGU","Pharmaceutical Strength Units","Char","C71620","",,"","Variable Qualifier","Unit for ECPSTRG. Examples: ""mg/TABLET"", ""mg/mL"".","Perm"
"SDTMIG v3.4","33","Interventions","EC","ECADJ","Reason for Dose Adjustment","Char","","",,"","Record Qualifier","Describes reason or explanation of why a dose is adjusted.","Perm"
"SDTMIG v3.4","34","Interventions","EC","TAETORD","Planned Order of Element within Arm","Num","","",,"","Timing","Number that gives the planned order of the element within the arm.","Perm"
"SDTMIG v3.4","35","Interventions","EC","EPOCH","Epoch","Char","C99079","",,"","Timing","Trial epoch of the exposure as collected record. Examples: ""RUN-IN"", ""TREATMENT"".","Perm"
"SDTMIG v3.4","36","Interventions","EC","ECSTDTC","Start Date/Time of Treatment","Char","","","ISO 8601 datetime or interval","","Timing","The date/time when administration of the treatment indicated by ECTRT and ECDOSE began.","Exp"
"SDTMIG v3.4","37","Interventions","EC","ECENDTC","End Date/Time of Treatment","Char","","","ISO 8601 datetime or interval","","Timing","The date/time when administration of the treatment indicated by ECTRT and ECDOSE ended. For administrations considered given at a point in time (e.g., oral tablet, pre-filled syringe injection), where only an administration date/time is collected, ECSTDTC should be copied to ECENDTC as the standard representation.","Exp"
"SDTMIG v3.4","38","Interventions","EC","ECSTDY","Study Day of Start of Treatment","Num","","",,"","Timing","Study day of ECSTDTC relative to the sponsor-defined DM.RFSTDTC.","Perm"
"SDTMIG v3.4","39","Interventions","EC","ECENDY","Study Day of End of Treatment","Num","","",,"","Timing","Study day of ECENDTC relative to the sponsor-defined DM.RFSTDTC.","Perm"
"SDTMIG v3.4","40","Interventions","EC","ECDUR","Duration of Treatment","Char","","","ISO 8601 duration","","Timing","Collected duration of administration. Used only if collected on the CRF and not derived from start and end date/times.","Perm"
"SDTMIG v3.4","41","Interventions","EC","ECTPT","Planned Time Point Name","Char","","",,"","Timing","Text description of time when administration should occur. This may be represented as an elapsed time relative to a fixed reference point, such as time of last dose. See ECTPTNUM and ECTPTREF.","Perm"
"SDTMIG v3.4","42","Interventions","EC","ECTPTNUM","Planned Time Point Number","Num","","",,"","Timing","Numerical version of ECTPT to aid in sorting.","Perm"
"SDTMIG v3.4","43","Interventions","EC","ECELTM","Planned Elapsed Time from Time Point Ref","Char","","","ISO 8601 duration","","Timing","Planned elapsed time relative to the planned fixed reference (ECTPTREF). This variable is useful where there are repetitive measures. Not a clock time.","Perm"
"SDTMIG v3.4","44","Interventions","EC","ECTPTREF","Time Point Reference","Char","","",,"","Timing","Name of the fixed reference point referred to by ECELTM, ECTPTNUM, and ECTPT. Examples: ""PREVIOUS DOSE"", ""PREVIOUS MEAL"".","Perm"
"SDTMIG v3.4","45","Interventions","EC","ECRFTDTC","Date/Time of Reference Time Point","Char","","","ISO 8601 datetime or interval","","Timing","Date/time for a fixed reference time point defined by ECTPTREF.","Perm"
"SDTMIG v3.4","1","Interventions","EX","STUDYID","Study Identifier","Char","","",,"","Identifier","Unique identifier for a study.","Req"
