"Version","Variable Order","Class","Dataset Name","Variable Name","Variable Label","Type","CDISC CT Codelist Code(s)","Codelist Submission Values","Described Value Domain(s)","Value List","Role","CDISC Notes","Core"
"SENDIG v3.1.1","21","Findings","CL","CLSEV","Severity","Char","","",,"","Record Qualifier","Describes the severity or intensity of a particular finding.","Perm"
"SENDIG v3.1.1","22","Findings","CL","CLEXCLFL","Exclusion Flag","Char","C66742","NY",,"","Record Qualifier","Y if the result should be excluded from all calculations, otherwise null.","Perm"
"SENDIG v3.1.1","23","Findings","CL","CLREASEX","Reason for Exclusion","Char","","",,"","Record Qualifier","The reason the result should be excluded from all calculations. Used only when CLEXCLFL is Y.","Perm"
"SENDIG v3.1.1","24","Findings","CL","CLUSCHFL","Unscheduled Flag","Char","C66742","NY",,"","Record Qualifier","Indicates whether the timing of a performed test or observation was unscheduled. If a test or observation was performed based upon a schedule defined in the protocol, this flag should be null. Expected values are Y or null.","Perm"
"SENDIG v3.1.1","25","Findings","CL","VISITDY","Planned Study Day of Collection","Num","","",,"","Timing","Planned study day of collection. Should be an integer.","Perm"
"SENDIG v3.1.1","26","Findings","CL","CLDTC","Date/Time of Observation","Char","","","ISO 8601","","Timing","Date/Time of the clinical observation in ISO 8601 format. For measurements related to a continuous evaluation interval, CLDTC should be used to indicate the start date/time of that interval.","Exp"
"SENDIG v3.1.1","27","Findings","CL","CLENDTC","End Date/Time of Observation","Char","","","ISO 8601","","Timing","Date/Time of end of observation interval, in ISO 8601 format. Should be populated when CLDTC represents the start date/time of a continuous evaluation interval.","Perm"
"SENDIG v3.1.1","28","Findings","CL","CLDY","Study Day of Observation","Num","","",,"","Timing","Study day of observation, in integer days. For measurements related to a continuous evaluation interval, CLDY can be used to indicate start day of that interval. The algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in the Demographics (DM) domain.","Perm"
"SENDIG v3.1.1","29","Findings","CL","CLENDY","Study Day of End of Observation","Num","","",,"","Timing","Study day of the end of observation, in integer days. Can be populated when CLDY represents the start day of a continuous evaluation interval. The algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in the Demographics (DM) domain.","Perm"
"SENDIG v3.1.1","30","Findings","CL","CLNOMDY","Nominal Study Day for Tabulations","Num","","",,"","Timing","Nominal study day used for grouping records for observations that may occur on different days into a single reported study day. Should be an integer.","Exp"
"SENDIG v3.1.1","31","Findings","CL","CLNOMLBL","Label for Nominal Study Day","Char","","",,"","Timing","A label for a given value of CLNOMDY as presented in the study report. Examples: ""Week 4,"" ""Day 28,"" ""Terminal Sac"".","Perm"
"SENDIG v3.1.1","32","Findings","CL","CLTPT","Planned Time Point Name","Char","","",,"","Timing","Text description of time when an observation should be taken, as defined in the protocol. This may be represented as an elapsed time relative to a fixed reference point, such as time postdose.","Perm"
"SENDIG v3.1.1","33","Findings","CL","CLTPTNUM","Planned Time Point Number","Num","","",,"","Timing","Numerical version of CLTPT to aid in sorting.","Perm"
"SENDIG v3.1.1","34","Findings","CL","CLELTM","Planned Elapsed Time from Time Point Ref","Char","","","ISO 8601","","Timing","Planned Elapsed time (in ISO 8601 format) relative to a planned reference (CLTPTREF). This variable is useful where there are repetitive measures. Not a clock time or a date time variable. Represented as an ISO 8601 duration. Examples: ""- PT15M"" to represent the period of 15 minutes prior to the reference point indicated by CLTPTREF, or ""PT8H"" to represent the period of 8 hours after the reference point indicated by CLTPTREF.","Perm"
"SENDIG v3.1.1","35","Findings","CL","CLTPTREF","Time Point Reference","Char","","",,"","Timing","Name of the fixed reference point referred to by CLELTM, if used for CLTPTNUM, and CLTPT. It is recommended that CLTPTREF be as descriptive as possible, so the reference time point can be inferred without looking at other variables. Examples: PREVIOUS DOSE, PREVIOUS MEAL.","Perm"
"SENDIG v3.1.1","36","Findings","CL","CLRFTDTC","Date/Time of Reference Time Point","Char","","","ISO 8601","","Timing","Date/Time of the reference time point, CLTPTREF.","Perm"
"SENDIG v3.1.1","1","Findings","DD","STUDYID","Study Identifier","Char","","",,"","Identifier","Unique identifier for a study.","Req"
"SENDIG v3.1.1","2","Findings","DD","DOMAIN","Domain Abbreviation","Char","","",,"DD","Identifier","Two-character abbreviation for the domain.","Req"
"SENDIG v3.1.1","3","Findings","DD","USUBJID","Unique Subject Identifier","Char","","",,"","Identifier","Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.","Req"
"SENDIG v3.1.1","4","Findings","DD","DDSEQ","Sequence Number","Num","","",,"","Identifier","Sequence number given to ensure uniqueness of subject records within a domain. May be any valid number.","Req"
"SENDIG v3.1.1","5","Findings","DD","DDTESTCD","Death Diagnosis Short Name","Char","C89966","DDTESTCD",,"","Topic","Short name of the measurement, test, or examination described in DDTEST. It can be used as a column name when converting a dataset from a vertical to a horizontal format. The value in DDTESTCD cannot be longer than 8 characters, nor can it start with a number (e.g., ""1TEST"" is not valid). DDTESTCD cannot contain characters other than letters, numbers, or underscores.","Req"
"SENDIG v3.1.1","6","Findings","DD","DDTEST","Death Diagnosis Name","Char","C89965","DDTEST",,"","Synonym Qualifier","Long name for DDTESTCD. The value in DDTEST cannot be longer than 40 characters.","Req"
"SENDIG v3.1.1","7","Findings","DD","DDORRES","Result or Findings as Collected","Char","","",,"","Result Qualifier","Result of the diagnosis of the subject's cause of death, as originally received or collected.","Req"
"SENDIG v3.1.1","8","Findings","DD","DDSTRESC","Standardized Result in Character Format","Char","","",,"","Result Qualifier","Contains the diagnosis information, copied or derived from DDORRES in a standard format. Examples: UNKNOWN, GAVAGE ERROR.","Exp"
"SENDIG v3.1.1","9","Findings","DD","DDRESCAT","Result Category","Char","","",,"","Variable Qualifier","Used to categorize the result of a finding. Examples: TREATMENT RELATED, NONTREATMENT RELATED, UNDETERMINED, ACCIDENTAL, etc.","Perm"
